"Date","IsHoliday","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","Weekly_Sales"
"01/04/2011","FALSE",47.9423619112165,3.60244561165707,NA,NA,NA,NA,NA,170.335927834802,8.10777905794646,43458991.19
"01/06/2012","FALSE",72.5669656812776,3.74826537546721,7304.49561671764,NA,NA,NA,3091.38930343187,175.292541078457,7.3950122324159,48281649.72
"01/07/2011","FALSE",78.2016342545206,3.67805731832139,NA,NA,NA,NA,NA,171.075954569396,8.05711088365745,47578519.5
"01/10/2010","FALSE",69.3869982964225,2.73306405451448,NA,NA,NA,NA,NA,168.004935472947,8.4339601362862,42239875.87
"02/03/2012","FALSE",44.8172140468227,3.69536822742475,16660.7228361204,NA,NA,NA,3535.80469230769,174.420717289632,7.48165585284281,46861034.97
"02/04/2010","FALSE",52.5878874194642,2.82545269582909,NA,NA,NA,NA,NA,167.377836393218,8.44109189555782,50423831.26
"02/07/2010","FALSE",76.5559547480288,2.79319026396983,NA,NA,NA,NA,NA,167.66326377086,8.37380082276311,48917484.5
"02/09/2011","FALSE",78.6693489318413,3.65374059003052,NA,NA,NA,NA,NA,171.635449551102,8.04224313326551,45376623.27
"02/12/2011","FALSE",45.6143587174349,3.396167000668,NA,NA,3589.6237241149,NA,18683.2728456914,173.024562734536,7.77400601202405,49390556.49
"03/02/2012","FALSE",44.2119180382936,3.45356835740679,38318.2270171313,3001.69073899899,150.67290896876,NA,6241.2308599261,174.166440134397,7.48878434665771,46085608.09
"03/06/2011","FALSE",73.1291478439425,3.83999828884326,NA,NA,NA,NA,NA,170.883052298049,8.09724127310062,48771994.18
"03/08/2012","FALSE",79.9443174924166,3.56896730704415,NA,NA,NA,NA,3495.15541624537,175.157356153859,7.23220390967307,47485899.56
"03/09/2010","FALSE",76.0635338345865,2.7409039644566,NA,NA,NA,NA,NA,167.784050878401,8.38060526315789,47194257.61
"03/12/2010","FALSE",41.1961512377077,2.89260257714479,NA,NA,NA,NA,NA,168.193867869108,8.42988402848423,49909027.88
"04/02/2011","FALSE",29.8075837320574,3.13641558441558,NA,NA,NA,NA,NA,168.89454993257,8.23705570745044,46153111.12
"04/03/2011","FALSE",43.982755240027,3.39430662609872,NA,NA,NA,NA,NA,169.618031841007,8.24273191345504,46980603.74
"04/05/2012","FALSE",63.9975532994924,3.90825414551607,11729.2603384095,NA,NA,NA,3206.54682571912,175.22642400176,7.39906734348562,47124197.93
"04/06/2010","FALSE",73.0148006872852,2.80972783505155,NA,NA,NA,NA,NA,167.560075991924,8.4481,50188543.12
"04/11/2011","FALSE",48.5477555856466,3.52275660121869,NA,NA,NA,NA,NA,172.730139881144,7.76687576167908,48655544.3
"05/02/2010","FALSE",33.2779424703892,2.71786937394247,NA,NA,NA,NA,NA,167.398405288562,8.57673096446701,49750740.5
"05/03/2010","FALSE",42.3739979619565,2.73181589673913,NA,NA,NA,NA,NA,167.727350951664,8.57268851902174,46871470.3
"05/08/2011","FALSE",80.9423455104131,3.76089279617617,NA,NA,NA,NA,NA,171.311741890987,8.04962922499146,48015466.97
"05/10/2012","FALSE",65.456811155914,3.84843548387097,NA,NA,NA,NA,3618.93850806452,175.998253502083,6.94214079301075,47566639.31
"05/11/2010","FALSE",52.0409385665529,2.84471160409556,NA,NA,NA,NA,NA,168.134065151126,8.43509829351536,45781981.89
"06/01/2012","FALSE",40.4955230406996,3.30132223343424,5043.3817457114,22538.6453784057,118.898997645476,NA,5215.86608476287,173.817584911302,7.47860780356542,44955421.95
"06/04/2012","FALSE",56.407153871941,3.96375159235669,8367.19424069728,NA,NA,NA,5082.89193764666,174.910693354475,7.39902514247402,53502315.87
"06/05/2011","FALSE",57.6930564895763,3.98000504371217,NA,NA,NA,NA,NA,171.018134184432,8.09797646267653,46861958.29
"06/07/2012","FALSE",79.770989530564,3.46376561972307,6801.99974670719,NA,66.9069706180344,NA,6597.27112462006,175.044606922391,7.22984464707869,51253021.88
"06/08/2010","FALSE",79.5524896836314,2.77503885832187,NA,NA,NA,NA,NA,167.84721797359,8.38329883081155,48204999.12
"07/01/2011","FALSE",34.7952423208191,3.09136450511945,NA,NA,NA,NA,NA,167.987248416655,8.24657337883959,42775787.77
"07/05/2010","FALSE",63.8169815825375,2.93173533424284,NA,NA,NA,NA,NA,167.197816983151,8.45266950886767,48503243.52
"07/09/2012","TRUE",77.6136075522589,3.84164160485502,8963.795954147,NA,NA,NA,3545.75877275792,175.627506765509,7.22879467296022,48330059.31
"07/10/2011","FALSE",62.4823022312373,3.52178059499662,NA,NA,NA,NA,NA,172.325699344253,7.76912068965517,47211688.36
"08/04/2011","FALSE",55.0558330494037,3.69499795570698,NA,NA,NA,NA,NA,170.787973164872,8.103533560477,45887466.8
"08/06/2012","FALSE",71.3594087837838,3.6895097972973,7423.79223986487,NA,NA,NA,5781.17981418919,174.959649672432,7.40151621621622,49651171.78
"08/07/2011","FALSE",79.5448277038553,3.63084476287956,NA,NA,NA,NA,NA,171.085553593518,8.05598635278062,47859263.78
"08/10/2010","FALSE",61.2752282016349,2.75911171662125,NA,NA,NA,NA,NA,168.004922342643,8.43336410081744,45102974.23
"09/03/2012","FALSE",47.0161903160726,3.75170880968393,8333.25912911903,NA,NA,NA,4738.32177202421,174.610303489106,7.48658742434432,47480454.11
"09/04/2010","FALSE",58.0985259234158,2.85242290748899,NA,NA,NA,NA,NA,167.265976992714,8.44253100643849,47365290.44
"09/07/2010","FALSE",78.5775508095074,2.78261143644506,NA,NA,NA,NA,NA,167.428189623424,8.38282397519807,47899529.37
"09/09/2011","TRUE",72.9311866125761,3.68495503718729,NA,NA,NA,NA,NA,171.7053648,8.04760243407708,46763227.53
"09/12/2011","FALSE",37.9649534883721,3.36314186046512,NA,NA,338.353205980066,NA,9730.4143089701,173.292182698538,7.76889235880399,55561147.7
"10/02/2012","TRUE",39.2160379873376,3.50103632122626,11289.908413862,NA,74.3402099300233,NA,6060.77264911696,174.214458649217,7.48015061646118,50009407.92
"10/06/2011","FALSE",74.4125512995896,3.80357865937073,NA,NA,NA,NA,NA,170.78352081751,8.1043023255814,47669734.66
"10/08/2012","FALSE",81.1641122759554,3.63385796415286,10906.3186371322,NA,NA,NA,3622.30535339871,175.378772141326,7.22467636117687,47403451.04
"10/09/2010","TRUE",71.9292271024855,2.72090091930541,NA,NA,NA,NA,NA,167.827716984712,8.38356043581886,45634397.84
"10/12/2010","FALSE",38.408459972863,2.97937788331072,NA,NA,NA,NA,NA,168.00527346384,8.42766417910448,55666770.39
"11/02/2011","TRUE",31.4457045609258,3.16365656909462,NA,NA,NA,NA,NA,169.106781933254,8.23342205582029,47336192.79
"11/03/2011","FALSE",46.4534345479082,3.537745951417,NA,NA,NA,NA,NA,170.085588786876,8.24317105263158,44627319.4
"11/05/2012","FALSE",64.3304776320215,3.87021190716448,10012.6661991255,NA,NA,NA,2984.68922300706,175.033193856139,7.40799260006727,46925878.99
"11/06/2010","FALSE",73.9361705053283,2.78835819869371,NA,NA,NA,NA,NA,167.640200829804,8.46131660364386,47826546.72
"11/11/2011","FALSE",48.7510961214165,3.49079021922428,11445.650529511,9651.87640809443,NA,NA,4952.2093693086,172.839243612681,7.77135008431703,48474224.75
"12/02/2010","TRUE",33.3618098782138,2.69610216508796,NA,NA,NA,NA,NA,167.384137738363,8.56730920162382,48336677.63
"12/03/2010","FALSE",46.9671428571429,2.774451929587,NA,NA,NA,NA,NA,167.504162342214,8.58085781990521,45925396.51
"12/08/2011","FALSE",80.0175272851296,3.72746009549795,NA,NA,NA,NA,NA,171.409064591235,8.05147578444748,46249569.21
"12/10/2012","FALSE",57.6872842809365,3.89742508361204,1955.15285953177,NA,NA,NA,5609.80212040134,176.123786468395,6.95268193979933,46128514.25
"12/11/2010","FALSE",49.8711441256831,2.87255020491803,NA,NA,NA,NA,NA,168.371018524966,8.42421209016393,46124800.83
"13/01/2012","FALSE",39.1697875927175,3.37259979770735,3438.49625084289,9856.81535401214,NA,NA,3849.03105192178,173.757899067127,7.48846325016858,42023078.48
"13/04/2012","FALSE",57.7158716829023,3.99743231441048,5041.70271414175,5076.19784682566,NA,NA,2527.35040980853,175.072047077528,7.39538831037958,46629261.41
"13/05/2011","FALSE",64.5778564206269,3.99079238287833,NA,NA,NA,NA,NA,171.183040672329,8.09928749578699,45446144.82
"13/07/2012","FALSE",78.6198001355014,3.48213922764228,5445.23184620596,NA,14.904183604336,NA,6517.87046747967,175.167257688245,7.22465074525745,46099732.1
"13/08/2010","FALSE",79.057986878453,2.80621892265193,NA,NA,NA,NA,NA,167.825165923999,8.38942472375691,46464418.41
"14/01/2011","FALSE",29.9959528688525,3.10628620218579,NA,NA,NA,NA,NA,168.188194018682,8.23775683060109,40673678.04
"14/05/2010","FALSE",59.9074572210815,2.94654209445585,NA,NA,NA,NA,NA,167.126625689767,8.45313586584531,45330080.2
"14/09/2012","FALSE",69.7856117290192,3.8538543983822,7624.238190091,NA,NA,NA,6023.86851027974,175.773199963027,7.2257499157398,44226038.65
"14/10/2011","FALSE",62.5627427019688,3.4902460964019,NA,NA,NA,NA,NA,172.636858340054,7.75519517990496,44374820.3
"15/04/2011","FALSE",56.6084524212665,3.79262241788012,NA,NA,NA,NA,NA,170.878366007382,8.10717643074839,44973328.14
"15/06/2012","FALSE",74.5187178619756,3.64394181326116,6697.24559878214,NA,NA,NA,4027.95118741543,175.03312938569,7.40645399188092,48412110.7
"15/07/2011","FALSE",79.5778214774282,3.67750923392613,NA,NA,NA,NA,NA,171.086636800376,8.06086833105335,45515929.92
"15/10/2010","FALSE",60.3151843003413,2.83489897610922,NA,NA,NA,NA,NA,168.209423342935,8.4229180887372,43149473.45
"16/03/2012","FALSE",54.3307523616734,3.82421086369771,5195.25368083671,NA,NA,NA,2695.02225708502,174.857732487483,7.48693522267206,46901504.94
"16/04/2010","FALSE",57.4934001358696,2.88735801630435,NA,NA,NA,NA,NA,167.236170152582,8.45125475543478,45183667.08
"16/07/2010","FALSE",79.9527542226818,2.76281592554292,NA,NA,NA,NA,NA,167.420842001,8.38488383316098,46243899.58
"16/09/2011","FALSE",70.5506042090971,3.68413204344874,NA,NA,NA,NA,NA,171.682688216972,8.05897589952478,43793960.08
"16/12/2011","FALSE",40.6078094922005,3.33606671091935,NA,NA,NA,NA,4057.30813474942,173.461965221606,7.76420975771656,60085695.94
"17/02/2012","FALSE",39.5937545726638,3.56279847023612,11612.3048087795,8299.49769870303,NA,NA,6032.3104921849,174.356066460825,7.48597672098437,50197056.96
"17/06/2011","FALSE",74.2712971137521,3.77224821731749,NA,NA,NA,NA,NA,170.855736312394,8.09638268251273,47447561.77
"17/08/2012","FALSE",79.0062605752961,3.72143824027073,3230.28578680203,NA,NA,NA,2960.42790862944,175.200646234484,7.23284568527919,47354452.05
"17/09/2010","FALSE",70.6735814271082,2.73334755889382,NA,NA,NA,NA,NA,167.999649402219,8.38133526800956,43080726.51
"17/12/2010","FALSE",39.5628962487327,3.00845961473471,NA,NA,NA,NA,NA,168.06063403535,8.43245589726259,61820799.85
"18/02/2011","FALSE",45.2196061120543,3.1835843803056,NA,NA,NA,NA,NA,169.234228930323,8.24421867572156,48716164.12
"18/03/2011","FALSE",52.3684062394032,3.57812037978976,NA,NA,NA,NA,NA,170.107892558935,8.24906171583588,44872325.97
"18/05/2012","FALSE",67.0937317981713,3.83338807991873,6228.79090077887,NA,NA,NA,3404.85979343041,175.145708581206,7.40055943108703,46823939.22
"18/06/2010","FALSE",73.0886290598291,2.76386666666667,NA,NA,NA,NA,NA,167.591987967282,8.45511829059829,47622046.23
"18/11/2011","FALSE",51.7788179669031,3.48878926038501,6317.02378250591,NA,NA,NA,5904.88766970618,173.103389872408,7.76193650793651,46438980.56
"19/02/2010","FALSE",37.0383103795768,2.67366644272758,NA,NA,NA,NA,NA,167.33896631038,8.57635102452133,48276993.78
"19/03/2010","FALSE",49.4810193679918,2.81606252123683,NA,NA,NA,NA,NA,167.478101228304,8.5719955827387,44988974.64
"19/08/2011","FALSE",78.6946528953606,3.6706671181849,NA,NA,NA,NA,NA,171.406148937724,8.05511852353539,46917347.62
"19/10/2012","FALSE",60.1527559322034,3.87841254237288,1916.43710169492,NA,NA,NA,3306.17072881356,176.295499168203,6.94892813559322,45122410.57
"19/11/2010","FALSE",47.6941358024691,2.91252057613169,NA,NA,NA,NA,NA,168.405457011626,8.42287345679012,45125584.18
"20/01/2012","FALSE",39.0196654275093,3.39259716120311,2436.96076039202,3320.15891179453,NA,NA,2842.1792936803,174.084572856641,7.48450996958432,42080996.56
"20/04/2012","FALSE",61.0054621848739,3.98515226890756,5460.93543193277,2592.51364369748,NA,NA,3411.76609747899,175.133818685782,7.4059425210084,45072529.78
"20/05/2011","FALSE",61.9739066757493,3.98735728882834,NA,NA,NA,NA,NA,170.940112807425,8.10640497275204,44046598.01
"20/07/2012","FALSE",78.508262195122,3.50435027100271,3394.71958672087,NA,NA,NA,6033.52967479675,175.303376574255,7.22809993224932,46059543.45
"20/08/2010","FALSE",78.9708445363668,2.78292726645984,NA,NA,NA,NA,NA,167.923621811203,8.38092244053774,47060952.92
"21/01/2011","FALSE",36.6993591501028,3.12834372858122,NA,NA,NA,NA,NA,168.518096837046,8.22650445510624,40654648.03
"21/05/2010","FALSE",65.6898110614909,2.92382789419444,NA,NA,NA,NA,NA,167.349799825249,8.44772586739952,45120108.06
"21/09/2012","FALSE",67.3955660696181,3.91070902331869,NA,NA,NA,NA,6565.15995944576,175.753095309361,7.22587090233187,44354547.11
"21/10/2011","FALSE",60.3163617886179,3.5455735094851,NA,NA,NA,NA,NA,172.650555328523,7.76484112466125,45818953.44
"22/04/2011","FALSE",58.5388189509306,3.85722571912014,NA,NA,NA,NA,NA,170.73982514511,8.10934822335025,48676692.06
"22/06/2012","FALSE",77.3846572104019,3.59093515704154,6230.15462006079,NA,NA,NA,7227.89045254981,175.004199103647,7.40775244849713,47668284.97
"22/07/2011","FALSE",81.8867729766804,3.72775171467764,NA,NA,NA,NA,NA,171.292840492112,8.05882373113855,45274411.39
"22/10/2010","FALSE",58.5300954328562,2.8517675528289,NA,NA,NA,NA,NA,168.260912630095,8.43354021813224,43066669.52
"23/03/2012","FALSE",56.9608071597433,3.8652799729821,NA,NA,NA,NA,2635.6777710233,174.956545886525,7.48209793988517,44993794.45
"23/04/2010","FALSE",56.521169451074,2.88163279918172,NA,NA,NA,NA,NA,167.065968309206,8.44976951926355,44734452.56
"23/07/2010","FALSE",80.6986725966473,2.76161785836469,NA,NA,NA,NA,NA,167.671913590147,8.37948717071502,44888849.11
"23/09/2011","FALSE",68.0283090970578,3.63912512681772,NA,NA,NA,NA,NA,171.95037988654,8.04656205613798,42718096.73
"23/12/2011","FALSE",39.1418995705319,3.29362735381566,1141.54157581764,NA,NA,NA,3329.70374958705,173.640007691014,7.76677667657747,76998241.31
"24/02/2012","FALSE",44.4936710570753,3.61910469436001,9435.30880108072,5928.29086795002,NA,NA,5884.63552853766,174.277162296623,7.48516379601486,45771506.57
"24/06/2011","FALSE",75.7079467939973,3.7305968622101,NA,NA,NA,NA,NA,170.970841087619,8.09439427012278,45884094.58
"24/08/2012","FALSE",74.1455810810811,3.76074256756757,4937.30168243243,NA,NA,NA,4657.11018581081,175.21025851875,7.22698141891892,47447323.6
"24/09/2010","FALSE",70.5438983628922,2.73799965893588,NA,NA,NA,NA,NA,167.998354909891,8.38278171896317,41358514.41
"24/12/2010","FALSE",40.3605311231394,3.0227797699594,NA,NA,NA,NA,NA,168.137932193606,8.4302851826793,80931415.6
"25/02/2011","FALSE",42.3448533424284,3.21333935879945,NA,NA,NA,NA,NA,169.490884470464,8.24316268758527,44125859.84
"25/03/2011","FALSE",50.9797552685248,3.57641944255608,NA,NA,NA,NA,NA,170.264133209483,8.24288511216859,42876199.18
"25/05/2012","FALSE",71.2938388303298,3.78889323359402,NA,NA,NA,NA,3552.07599115947,175.064371433594,7.39866201972118,47892463.31
"25/06/2010","FALSE",78.3246897497429,2.79063764141241,NA,NA,NA,NA,NA,167.567560139424,8.44442372300309,46609036.29
"25/11/2011","TRUE",49.1180403839788,3.43507977490897,NA,NA,NA,NA,1903.98119827872,173.193447952797,7.76173651108904,66593605.26
"26/02/2010","FALSE",38.6295628600474,2.68564215520163,NA,NA,NA,NA,NA,167.691018959573,8.56137478820739,43968571.13
"26/03/2010","FALSE",47.9793247370207,2.82360977265015,NA,NA,NA,NA,NA,167.510337569902,8.5750413980319,44133961.05
"26/08/2011","FALSE",79.5723788546256,3.64054015587936,NA,NA,NA,NA,NA,171.579380017519,8.05260725177906,47416948.45
"26/10/2012","FALSE",60.5302771206489,3.79108550185874,NA,68.7732984116255,NA,NA,1891.40662385941,176.18288592244,6.94321155795877,45544116.29
"26/11/2010","TRUE",47.3359462219197,2.9192722940776,NA,NA,NA,NA,NA,168.206243229748,8.42754084411164,65821003.24
"27/01/2012","FALSE",42.0885196476965,3.41154674796748,1496.64869918699,NA,NA,NA,2685.46676490515,174.078236212974,7.47824424119241,39834974.67
"27/04/2012","FALSE",62.1431719702099,3.95267874069059,3008.25216655383,NA,NA,NA,3137.73673324306,175.163873089743,7.40598882870684,43716798.89
"27/05/2011","FALSE",69.1169690791709,3.90445735643901,NA,NA,NA,NA,NA,170.987473384404,8.10497281685355,45293457.04
"27/07/2012","FALSE",79.4822502557109,3.58018002045687,4456.71455506308,NA,NA,NA,4078.09348789635,175.462773488442,7.22810876235936,44097154.97
"27/08/2010","FALSE",76.216828847481,2.76189233954451,NA,NA,NA,NA,NA,167.770697022119,8.38678536922015,45909740.44
"28/01/2011","FALSE",33.2583932853717,3.13751181911614,NA,NA,NA,NA,NA,168.705432702569,8.24236827680713,39599852.99
"28/05/2010","FALSE",70.1572101823185,2.86628001375989,NA,NA,NA,NA,NA,167.493416605538,8.44842036463708,47757502.56
"28/09/2012","FALSE",68.1517589466577,3.85824476704929,4890.99271775827,NA,NA,NA,4243.31047602971,175.919639434402,7.22585482781904,43734899.4
"28/10/2011","FALSE",55.7857726045884,3.54175573549258,NA,NA,NA,NA,NA,172.687499808772,7.76391363022942,45855821.05
"29/04/2011","FALSE",61.6954369918699,3.90101930894309,NA,NA,NA,NA,NA,170.716763922425,8.11118699186992,43530032.78
"29/06/2012","FALSE",79.8471394476645,3.52383020797818,NA,NA,NA,NA,5074.49869416979,175.009131579645,7.40717558813501,46597112.12
"29/07/2011","FALSE",80.8229976019185,3.74871325796506,NA,NA,NA,NA,NA,171.099545740973,8.05983727303871,43683274.28
"29/10/2010","FALSE",58.7141814461119,2.8566122100955,NA,NA,NA,NA,NA,168.327600160471,8.42468656207367,43602830.95
"30/03/2012","FALSE",56.975768321513,3.9307514353259,7857.22021276596,NA,NA,NA,3137.78795339412,174.871740530057,7.48590813914218,45272862.02
"30/04/2010","FALSE",57.2894965753425,2.89141404109589,NA,NA,NA,NA,NA,167.192558383973,8.44883801369863,43705126.71
"30/07/2010","FALSE",78.8181453548166,2.76612992800823,NA,NA,NA,NA,NA,167.682841345972,8.38587350017141,44630363.42
"30/09/2011","FALSE",72.3012165367672,3.58159200271095,NA,NA,NA,NA,NA,172.093025835344,8.05267333107421,42195830.81
"30/12/2011","TRUE",37.4971095571096,3.27346287046287,4100.63056277056,41809.25002331,NA,699.403726273726,2647.65519147519,173.692912703963,7.77392340992341,46042461.04
"31/08/2012","FALSE",77.3492673869007,3.77048446995273,NA,NA,NA,NA,3861.63700202566,175.582036386361,7.22919615124916,47159639.43
"31/12/2010","TRUE",36.0882636765206,3.05142303771662,NA,NA,NA,NA,NA,168.073993703126,8.43606761807679,40432519
